,weather,scenario,status
1948,clear-noon,ghost_cutin,Completed
1949,cloudy-noon,ghost_cutin,Completed
1950,rain-noon,ghost_cutin,Completed
1951,snow-noon,ghost_cutin,Completed
1952,clear-noon,ghost_cutin,Completed
1953,cloudy-noon,ghost_cutin,Completed
1954,rain-noon,ghost_cutin,Completed
1955,snow-noon,ghost_cutin,Completed
1956,clear-noon,ghost_cutin,Completed
1957,cloudy-noon,ghost_cutin,Completed
1958,rain-noon,ghost_cutin,Failed -- Accident
1959,snow-noon,ghost_cutin,Completed
1960,clear-noon,ghost_cutin,Completed
1961,cloudy-noon,ghost_cutin,Completed
1962,rain-noon,ghost_cutin,Completed
1963,snow-noon,ghost_cutin,Failed -- Accident
1964,clear-noon,ghost_cutin,Completed
1965,cloudy-noon,ghost_cutin,Failed -- Accident
1966,rain-noon,ghost_cutin,Completed
1967,snow-noon,ghost_cutin,Completed
1968,clear-noon,ghost_cutin,Completed
1969,cloudy-noon,ghost_cutin,Completed
1970,rain-noon,ghost_cutin,Completed
1971,snow-noon,ghost_cutin,Failed -- Accident
1972,clear-noon,ghost_cutin,Completed
1973,cloudy-noon,ghost_cutin,Completed
1974,rain-noon,ghost_cutin,Completed
1975,snow-noon,ghost_cutin,Completed
1976,clear-noon,ghost_cutin,Completed
1977,cloudy-noon,ghost_cutin,Completed
1978,rain-noon,ghost_cutin,Completed
1979,snow-noon,ghost_cutin,Completed
1980,clear-noon,ghost_cutin,Completed
1981,cloudy-noon,ghost_cutin,Completed
1982,rain-noon,ghost_cutin,Completed
1983,snow-noon,ghost_cutin,Completed
1984,clear-noon,ghost_cutin,Completed
1985,cloudy-noon,ghost_cutin,Completed
1986,rain-noon,ghost_cutin,Completed
1987,snow-noon,ghost_cutin,Completed
1988,clear-noon,ghost_cutin,Completed
1989,cloudy-noon,ghost_cutin,Completed
1990,rain-noon,ghost_cutin,Completed
1991,snow-noon,ghost_cutin,Failed -- Accident
1992,clear-noon,ghost_cutin,Completed
1993,cloudy-noon,ghost_cutin,Completed
1994,rain-noon,ghost_cutin,Completed
1995,snow-noon,ghost_cutin,Completed
1996,clear-noon,ghost_cutin,Completed
1997,cloudy-noon,ghost_cutin,Completed
1998,rain-noon,ghost_cutin,Completed
1999,snow-noon,ghost_cutin,Completed
